Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Value,Units,Tolerance,Dielectric,Voltage,ESR,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,Component Note,gost BOM,TU,Note
CL21B225KAFNNNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"2,2",uF,±10%,X7R,25V," ",-55,125,"CL21B225KAFNNNE, 0805 X7R 2,2 uF 25V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0805 2,2uF ±10% 25V X7R","0805 2,2uF ±10% 25V X7R"," "," "
CL10A225KA8NNNC,Samsung,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"2,2",uF,±10%,X5R,25V,,-55,125,"CL10A225KA8NNNC, 0805 X7R 2,2 uF 25V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 2,2uF ±10% 25V X7R","0603 2,2uF ±10% 25V X7R",,
CL21B475KOFNFNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"4,7",uF,±10%,X7R,16V," ",-55,125,"CL21B475KOFNFNE, 0805 X7R 4,7 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0805 4,7uF ±10% 16V X7R","0805 4,7uF ±10% 16V X7R"," "," "
CL31B104KDHNNNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1206_3216 - 1.0MM.PCBLIB,CAP 1206_3216 - 1.0MM,SMD 1206,"0,1",uF,±10%,X7R,200V," ",-55,125,"CL31B104KDHNNNE, 1206 X7R 0,1 uF 200V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"1206 0,1uF ±10% 200V X7R","1206 0,1uF ±10% 200V X7R"," "," "
0603B152K500CT,"Walsin "," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±10%,"X7R ",50V," ",-55,125,"0603B152K500CT, 0603 X7R  1500 pF 50V",Datasheet," ","0603 1500pF ±10% 50V X7R ","0603 1500pF ±10% 50V X7R "," "," "
C0603C152K5RAC7867,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±10%,"X7R ",50V," ",-55,125,"C0603C152K5RAC7867, 0603 X7R  1500 pF 50V",Datasheet," ","0603 1500pF ±10% 50V X7R ","0603 1500pF ±10% 50V X7R "," "," "
CC0603JRNPO9BN152,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±5%,"X7R ",50V," ",-55,125,"CC0603JRNPO9BN152, 0603 X7R  1500 pF 50V",Datasheet," ","0603 1500pF ±5% 50V X7R ","0603 1500pF ±5% 50V X7R "," "," "
CC0603KPX7R9BB223,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,022",uF,±10%,"X7R ",50V," ",-55,125,"CC0603KPX7R9BB223, 0603 X7R  0,022 uF 50V",Datasheet," ","0603 0,022uF ±10% 50V X7R ","0603 0,022uF ±10% 50V X7R "," "," "
CC0603KRX7R7BB224,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,22",uF,±10%,"X7R ",16V," ",-55,125,"CC0603KRX7R7BB224, 0603 X7R  0,22 uF 16V",Datasheet," ","0603 0,22uF ±10% 16V X7R ","0603 0,22uF ±10% 16V X7R "," "," "
CC0603KRX7R9BB152,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±10%,"X7R ",16V," ",-55,125,"CC0603KRX7R9BB152, 0603 X7R  1500 pF 16V",Datasheet," ","0603 1500pF ±10% 16V X7R ","0603 1500pF ±10% 16V X7R "," "," "
CC0805KKX7R0BB104,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,1",uF,±10%,"X7R ",100V," ",-55,125,"CC0805KKX7R0BB104, 0805 X7R  0,1 uF 100V",Datasheet," ","0805 0,1uF ±10% 100V X7R ","0805 0,1uF ±10% 100V X7R "," "," "
CL10B105KA8NFNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",25V," ",-55,125,"CL10B105KA8NFNC, 0603 X7R  1,0 uF 25V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 25V X7R ","0603 1,0uF ±10% 25V X7R "," "," "
CL10B105KA8NNND,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",25V," ",-55,125,"CL10B105KA8NNND, 0603 X7R  1,0 uF 25V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 25V X7R ","0603 1,0uF ±10% 25V X7R "," "," "
CL10B105KA8NNNL,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",25V," ",-55,125,"CL10B105KA8NNNL, 0603 X7R  1,0 uF 25V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 25V X7R ","0603 1,0uF ±10% 25V X7R "," "," "
CL10B105KO8NFNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",16V," ",-55,125,"CL10B105KO8NFNC, 0603 X7R  1,0 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 16V X7R ","0603 1,0uF ±10% 16V X7R "," "," "
CL10B105KO8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",16V," ",-55,125,"CL10B105KO8NNNC, 0603 X7R  1,0 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 16V X7R ","0603 1,0uF ±10% 16V X7R "," "," "
CL10B105KO8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",16V," ",-55,125,"CL10B105KO8NNNC, 0603 X7R  1,0 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 16V X7R ","0603 1,0uF ±10% 16V X7R "," "," "
CL10B105KO8NNND,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",16V," ",-55,125,"CL10B105KO8NNND, 0603 X7R  1,0 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 16V X7R ","0603 1,0uF ±10% 16V X7R "," "," "
CL10B105KO8NNND,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",16V," ",-55,125,"CL10B105KO8NNND, 0603 X7R  1,0 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 16V X7R ","0603 1,0uF ±10% 16V X7R "," "," "
CL10B105KP8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",10V," ",-55,125,"CL10B105KP8NNNC, 0603 X7R  1,0 uF 10V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 10V X7R ","0603 1,0uF ±10% 10V X7R "," "," "
CL10B105KQ8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ","6,3V"," ",-55,125,"CL10B105KQ8NNNC, 0603 X7R  1,0 uF 6,3V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1,0uF ±10% 6,3V X7R ","0603 1,0uF ±10% 6,3V X7R "," "," "
CL10B152JB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±5%,"X7R ",50V," ",-55,125,"CL10B152JB8NNNC, 0603 X7R  1500 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1500pF ±5% 50V X7R ","0603 1500pF ±5% 50V X7R "," "," "
CL10B152KB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±10%,"X7R ",50V," ",-55,125,"CL10B152KB8NNNC, 0603 X7R  1500 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1500pF ±10% 50V X7R ","0603 1500pF ±10% 50V X7R "," "," "
CL10B223JB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,022",uF,±5%,"X7R ",50V," ",-55,125,"CL10B223JB8NNNC, 0603 X7R  0,022 uF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 0,022uF ±5% 50V X7R ","0603 0,022uF ±5% 50V X7R "," "," "
CL10B223KB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,022",uF,±10%,"X7R ",50V," ",-55,125,"CL10B223KB8NNNC, 0603 X7R  0,022 uF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 0,022uF ±10% 50V X7R ","0603 0,022uF ±10% 50V X7R "," "," "
CL10B223KB8NNND,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,022",uF,±10%,"X7R ",50V," ",-55,125,"CL10B223KB8NNND, 0603 X7R  0,022 uF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 0,022uF ±10% 50V X7R ","0603 0,022uF ±10% 50V X7R "," "," "
CL10B224KA8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,22",uF,±10%,"X7R ",25V," ",-55,125,"CL10B224KA8NNNC, 0603 X7R  0,22 uF 25V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 0,22uF ±10% 25V X7R ","0603 0,22uF ±10% 25V X7R "," "," "
CL10B224KO8NNND,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,22",uF,±10%,"X7R ",16V," ",-55,125,"CL10B224KO8NNND, 0603 X7R  0,22 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 0,22uF ±10% 16V X7R ","0603 0,22uF ±10% 16V X7R "," "," "
CL10B224KO8NNWC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,22",uF,±10%,"X7R ",16V," ",-55,125,"CL10B224KO8NNWC, 0603 X7R  0,22 uF 16V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 0,22uF ±10% 16V X7R ","0603 0,22uF ±10% 16V X7R "," "," "
CL21B104KCFNNNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,1",uF,±10%,"X7R ",100V," ",-55,125,"CL21B104KCFNNNE, 0805 X7R  0,1 uF 100V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0805 0,1uF ±10% 100V X7R ","0805 0,1uF ±10% 100V X7R "," "," "
CL32B225KCJSNNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1210_3225 - 1.4MM.PCBLIB,CAP 1210_3225 - 1.4MM,SMD 1210,"2,2",uF,±10%,"X7R ",100V," ",-55,125,"CL32B225KCJSNNE, 1210 X7R  2,2 uF 100V",Datasheet,http://datasheet.octopart.com/CL32B225KCJSNNE-Samsung-datasheet-12549342.pdf,"1210 2,2uF ±10% 100V X7R ","1210 2,2uF ±10% 100V X7R "," "," "
GCM21BR72A104KA37L,Murata," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,1",uF,±10%,"X7R ",100V," ",-55,125,"GCM21BR72A104KA37L, 0805 X7R  0,1 uF 100V",Datasheet," ","0805 0,1uF ±10% 100V X7R ","0805 0,1uF ±10% 100V X7R "," "," "
GRM1885C1H152JA01D,Murata," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±5%,"X7R ",50V," ",-55,125,"GRM1885C1H152JA01D, 0603 X7R  1500 pF 50V",Datasheet," ","0603 1500pF ±5% 50V X7R ","0603 1500pF ±5% 50V X7R "," "," "
CL10B152KB8WPNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1500,pF,±10%,"X7R ",50V," ",-55,125,"CL10B152KB8WPNC, 0603 X7R  1500 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 1500pF ±10% 50V X7R ","0603 1500pF ±10% 50V X7R "," "," "
CL10B683KB8WPNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,068",uF,±10%,"X7R ",50V," ",-55,125,"CL10B683KB8WPNC, 0603 X7R  0,068 uF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 0,068uF ±10% 50V X7R ","0603 0,068uF ±10% 50V X7R "," "," "
CL31B104KEHSFNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1206_3216 - 1.0MM.PCBLIB,CAP 1206_3216 - 1.0MM,SMD 1206,"0,1",uF,±10%,"X7R ",250V," ",-55,125,"CL31B104KEHSFNE, 1206 X7R  0,1 uF 250V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"1206 0,1uF ±10% 250V X7R ","1206 0,1uF ±10% 250V X7R "," "," "
C1812X7R251-105KNE,Venkel," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1812_4532 2.00MM.PCBLIB,PCB - CAPACITOR - MLCC - CAP 1812_4532 2.00MM.PCBLIB,SMD 1812,"1,0",uF,±10%,"X7R ",250V," ",-55,125,"C1812X7R251-105KNE, 1812 X7R  1,0 uF 250V",Datasheet,https://page.venkel.com/hubfs/Resources/Datasheets/HVC-Series.pdf,"1812 1,0uF ±10% 250V X7R ","1812 1,0uF ±10% 250V X7R "," "," "
CL10C6R8CB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"6,8",pF,±0.25pF,C0G,50V," ",-55,125,"CL10C6R8CB8NNNC, 0603 C0G 6,8 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,"0603 6,8pF ±0.25pF 50V C0G","0603 6,8pF ±0.25pF 50V C0G"," "," "
06035A1R0BAT2A,AVX," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1,pF,±0.1pF,C0G,50V," ",-55,125,"06035A1R0BAT2A, 0603 C0G 1 pF 50V",Datasheet,http://datasheets.avx.com/C0GNP0-Dielectric.pdf,0603 1pF ±0.1pF 50V C0G,0603 1pF ±0.1pF 50V C0G," "," "
CL32B106KAJNNNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1210_3225 - 1.4MM.PCBLIB,CAP 1210_3225 - 1.4MM,SMD 1210,"10,0",uF,±10%,"X7R ",25V," ",-55,125,"CL32B106KAJNNNE, 1210 X7R  10,0 uF 25V",Datasheet,http://datasheet.octopart.com/CL32B225KCJSNNE-Samsung-datasheet-12549342.pdf,"1210 10,0uF ±10% 25V X7R ","1210 10,0uF ±10% 25V X7R "," "," "
06035A220JAT2A,AVX," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,22,pF,±5%,C0G,50V," ",-55,125,"06035A220JAT2A, 0603 C0G 22 pF 50V",Datasheet,https://datasheets.avx.com/C0GNP0-Dielectric.pdf,0603 22pF ±5% 50V C0G,0603 22pF ±5% 50V C0G," "," "
CL10B103KB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,01",uF,±10%,"X7R ",50V," ",-55,125,"CL10B103KB8NNNC, 0603 X7R  0,01 uF 50V",Datasheet,http://datasheet.octopart.com/CL32B225KCJSNNE-Samsung-datasheet-12549342.pdf,"0603 0,01uF ±10% 50V X7R ","0603 0,01uF ±10% 50V X7R "," "," "
CL10C330JB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,33,pF,±5%,C0G,50V," ",-55,125,"CL10C330JB8NNNC, 0603 C0G 33 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,0603 33pF ±5% 50V C0G,0603 33pF ±5% 50V C0G," "," "
CL10C270JB81PNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,27,pF,±5%,C0G,50V," ",-55,125,"CL10C270JB81PNC, 0603 C0G 27 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,0603 27pF ±5% 50V C0G,0603 27pF ±5% 50V C0G," "," "
CL10C680JB81PNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,68,pF,±5%,C0G,50V," ",-55,125,"CL10C680JB81PNC, 0603 C0G 68 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,0603 68pF ±5% 50V C0G,0603 68pF ±5% 50V C0G," "," "
CL10C271JB81PNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,270,pF,±5%,C0G,50V," ",-55,125,"CL10C271JB81PNC, 0603 C0G 270 pF 50V",Datasheet,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf,0603 270pF ±5% 50V C0G,0603 270pF ±5% 50V C0G," "," "
CC0805KKX7R7BB474,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,47",uF,±10%,"X7R ",16V," ",-55,125,"CC0805KKX7R7BB474, 0805 X7R  0,47 uF 16V",Datasheet," ","0805 0,47uF ±10% 16V X7R ","0805 0,47uF ±10% 16V X7R "," "," "
CC0805KKX7R8BB474,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,47",uF,±10%,"X7R ",25V," ",-55,125,"CC0805KKX7R8BB474, 0805 X7R  0,47 uF 25V",Datasheet," ","0805 0,47uF ±10% 25V X7R ","0805 0,47uF ±10% 25V X7R "," "," "
CC0805KKX7R9BB474,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,47",uF,±10%,"X7R ",50V," ",-55,125,"CC0805KKX7R9BB474, 0805 X7R  0,47 uF 50V",Datasheet," ","0805 0,47uF ±10% 50V X7R ","0805 0,47uF ±10% 50V X7R "," "," "
CC0805KKX7R8BB334,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,33",uF,±10%,"X7R ",25V," ",-55,125,"CC0805KKX7R8BB334, 0805 X7R  0,33 uF 25V",Datasheet," ","0805 0,33uF ±10% 25V X7R ","0805 0,33uF ±10% 25V X7R "," "," "
C0603C105K4RACAUTO,KEMET," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,0",uF,±10%,"X7R ",16V," ",-55,125,"C0603C105K4RACAUTO, 0603 X7R  1,0 uF 16V",Datasheet," ","0603 1,0uF ±10% 16V X7R ","0603 1,0uF ±10% 16V X7R "," "," "
C0603C104K5RACAUTO,KEMET," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,1",uF,±10%,"X7R ",50V," ",-55,125,"C0603C104K5RACAUTO, 0603 X7R  0,1 uF 50V",Datasheet," ","0603 0,1uF ±10% 50V X7R ","0603 0,1uF ±10% 50V X7R "," "," "
C0603C102K4RACAUTO,KEMET," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1000,pF,±5%,"X7R ",16V," ",-55,125,"C0603C102K4RACAUTO, 0603 X7R  1000 pF 16V",Datasheet," ","0603 1000pF ±5% 16V X7R ","0603 1000pF ±5% 16V X7R "," "," "
AC0603KRX7R7BB223,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,022",uF,±10%,"X7R ",16V," ",-55,125,"AC0603KRX7R7BB223, 0603 X7R  0,022 uF 16V",Datasheet," ","0603 0,022uF ±10% 16V X7R ","0603 0,022uF ±10% 16V X7R "," "," "
CC1210KKX5R6BB226,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1210_3225 - 1.4MM.PCBLIB,CAP 1210_3225 - 1.4MM,SMD 1210,"22,0",uF,±10%,X5R,10V," ",-55,125,"CC1210KKX5R6BB226, 1210 X5R 22,0 uF 10V",Datasheet," ","1210 22,0uF ±10% 10V X5R","1210 22,0uF ±10% 10V X5R"," "," "
CC0603JRNPOABN470,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,47,pF,±5%,C0G,200V," ",-55,125,"CC0603JRNPOABN470, 0603 C0G 47 pF 200V",Datasheet," ",0603 47pF ±5% 200V C0G,0603 47pF ±5% 200V C0G," "," "
CC0805JRNPOABN470,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,47,pF,±5%,C0G,200V," ",-55,125,"CC0805JRNPOABN470, 0805 C0G 47 pF 200V",Datasheet," ",0805 47pF ±5% 200V C0G,0805 47pF ±5% 200V C0G," "," "
CC1206JRNPOABN470,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1206_3216 - 1.0MM.PCBLIB,CAP 1206_3216 - 1.0MM,SMD 1206,47,pF,±5%,C0G,200V," ",-55,125,"CC1206JRNPOABN470, 1206 C0G 47 pF 200V",Datasheet," ",1206 47pF ±5% 200V C0G,1206 47pF ±5% 200V C0G," "," "
CC1206KKX7RBBB222,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1206_3216 - 1.0MM.PCBLIB,CAP 1206_3216 - 1.0MM,SMD 1206,2200,pF,±10%,"X7R ",500V," ",-55,125,"CC1206KKX7RBBB222, 1206 X7R  2200 pF 500V",Datasheet," ","1206 2200pF ±10% 500V X7R ","1206 2200pF ±10% 500V X7R "," "," "
CC1206KKX7RCBB222,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1206_3216 - 1.0MM.PCBLIB,CAP 1206_3216 - 1.0MM,SMD 1206,2200,pF,±10%,"X7R ",1000V," ",-55,125,"CC1206KKX7RCBB222, 1206 X7R  2200 pF 1000V",Datasheet," ","1206 2200pF ±10% 1000V X7R ","1206 2200pF ±10% 1000V X7R "," "," "
CL21B103KCANNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,01",uF,±10%,X7R,100V," ",-55,125,"CL21B103KCANNNC, 0805 X7R 0,01 uF 100V",Datasheet," ","0805 0,01uF ±10% 100V X7R","0805 0,01uF ±10% 100V X7R"," "," "
