Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Value,Tolerance,ppm,Power,Voltage,Description,Component Note,gost BOM,Note
RC0603FR-07390RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,390R,1%,100,0.063,75,"RC0603FR-07390RL, 1% 390R",0603 390R 1%,0603 390R 1%," "
RC0603JR-07390RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,390R,5%,100,0.063,75,"RC0603JR-07390RL, 5% 390R",0603 390R 5%,0603 390R 5%," "
RC0603DR-07392RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,392R,"0,5%",100,0.063,75,"RC0603DR-07392RL, 0,5% 392R","0603 392R 0,5%","0603 392R 0,5%"," "
RC0603FR-07392RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,392R,1%,100,0.063,75,"RC0603FR-07392RL, 1% 392R",0603 392R 1%,0603 392R 1%," "
RC0603DR-07402RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,402R,"0,5%",100,0.063,75,"RC0603DR-07402RL, 0,5% 402R","0603 402R 0,5%","0603 402R 0,5%"," "
RC0603FR-07402RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,402R,1%,100,0.063,75,"RC0603FR-07402RL, 1% 402R",0603 402R 1%,0603 402R 1%," "
RC0603DR-07412RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,412R,"0,5%",100,0.063,75,"RC0603DR-07412RL, 0,5% 412R","0603 412R 0,5%","0603 412R 0,5%"," "
RC0603FR-07412RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,412R,1%,100,0.063,75,"RC0603FR-07412RL, 1% 412R",0603 412R 1%,0603 412R 1%," "
RC0603DR-07422RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,422R,"0,5%",100,0.063,75,"RC0603DR-07422RL, 0,5% 422R","0603 422R 0,5%","0603 422R 0,5%"," "
RC0603FR-07422RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,422R,1%,100,0.063,75,"RC0603FR-07422RL, 1% 422R",0603 422R 1%,0603 422R 1%," "
RC0603FR-07430RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,430R,1%,100,0.063,75,"RC0603FR-07430RL, 1% 430R",0603 430R 1%,0603 430R 1%," "
RC0603JR-07430RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,430R,5%,100,0.063,75,"RC0603JR-07430RL, 5% 430R",0603 430R 5%,0603 430R 5%," "
RC0603DR-07432RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,432R,"0,5%",100,0.063,75,"RC0603DR-07432RL, 0,5% 432R","0603 432R 0,5%","0603 432R 0,5%"," "
RC0603FR-07432RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,432R,1%,100,0.063,75,"RC0603FR-07432RL, 1% 432R",0603 432R 1%,0603 432R 1%," "
RC0603DR-07442RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,442R,"0,5%",100,0.063,75,"RC0603DR-07442RL, 0,5% 442R","0603 442R 0,5%","0603 442R 0,5%"," "
RC0603FR-07442RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,442R,1%,100,0.063,75,"RC0603FR-07442RL, 1% 442R",0603 442R 1%,0603 442R 1%," "
RC0603DR-07453RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,453R,"0,5%",100,0.063,75,"RC0603DR-07453RL, 0,5% 453R","0603 453R 0,5%","0603 453R 0,5%"," "
RC0603FR-07453RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,453R,1%,100,0.063,75,"RC0603FR-07453RL, 1% 453R",0603 453R 1%,0603 453R 1%," "
RC0603DR-07464RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,464R,"0,5%",100,0.063,75,"RC0603DR-07464RL, 0,5% 464R","0603 464R 0,5%","0603 464R 0,5%"," "
RC0603FR-07464RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,464R,1%,100,0.063,75,"RC0603FR-07464RL, 1% 464R",0603 464R 1%,0603 464R 1%," "
RC0603FR-07470RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,470R,1%,100,0.063,75,"RC0603FR-07470RL, 1% 470R",0603 470R 1%,0603 470R 1%," "
RC0603JR-07470RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,470R,5%,100,0.063,75,"RC0603JR-07470RL, 5% 470R",0603 470R 5%,0603 470R 5%," "
RC0603DR-07475RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,475R,"0,5%",100,0.063,75,"RC0603DR-07475RL, 0,5% 475R","0603 475R 0,5%","0603 475R 0,5%"," "
RC0603FR-07475RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,475R,1%,100,0.063,75,"RC0603FR-07475RL, 1% 475R",0603 475R 1%,0603 475R 1%," "
RC0603DR-07487RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,487R,"0,5%",100,0.063,75,"RC0603DR-07487RL, 0,5% 487R","0603 487R 0,5%","0603 487R 0,5%"," "
RC0603FR-07487RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,487R,1%,100,0.063,75,"RC0603FR-07487RL, 1% 487R",0603 487R 1%,0603 487R 1%," "
RC0603DR-07499RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,499R,"0,5%",100,0.063,75,"RC0603DR-07499RL, 0,5% 499R","0603 499R 0,5%","0603 499R 0,5%"," "
RC0603FR-07499RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,499R,1%,100,0.063,75,"RC0603FR-07499RL, 1% 499R",0603 499R 1%,0603 499R 1%," "
RC0603FR-07510RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,510R,1%,100,0.063,75,"RC0603FR-07510RL, 1% 510R",0603 510R 1%,0603 510R 1%," "
RC0603JR-07510RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,510R,5%,100,0.063,75,"RC0603JR-07510RL, 5% 510R",0603 510R 5%,0603 510R 5%," "
RC0603DR-07511RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,511R,"0,5%",100,0.063,75,"RC0603DR-07511RL, 0,5% 511R","0603 511R 0,5%","0603 511R 0,5%"," "
RC0603FR-07511RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,511R,1%,100,0.063,75,"RC0603FR-07511RL, 1% 511R",0603 511R 1%,0603 511R 1%," "
RC0603DR-07523RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,523R,"0,5%",100,0.063,75,"RC0603DR-07523RL, 0,5% 523R","0603 523R 0,5%","0603 523R 0,5%"," "
RC0603FR-07523RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,523R,1%,100,0.063,75,"RC0603FR-07523RL, 1% 523R",0603 523R 1%,0603 523R 1%," "
RC0603DR-07536RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,536R,"0,5%",100,0.063,75,"RC0603DR-07536RL, 0,5% 536R","0603 536R 0,5%","0603 536R 0,5%"," "
RC0603FR-07536RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,536R,1%,100,0.063,75,"RC0603FR-07536RL, 1% 536R",0603 536R 1%,0603 536R 1%," "
RC0603DR-07549RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,549R,"0,5%",100,0.063,75,"RC0603DR-07549RL, 0,5% 549R","0603 549R 0,5%","0603 549R 0,5%"," "
RC0603FR-07549RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,549R,1%,100,0.063,75,"RC0603FR-07549RL, 1% 549R",0603 549R 1%,0603 549R 1%," "
RC0603FR-07560RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,560R,1%,100,0.063,75,"RC0603FR-07560RL, 1% 560R",0603 560R 1%,0603 560R 1%," "
RC0603JR-07560RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,560R,5%,100,0.063,75,"RC0603JR-07560RL, 5% 560R",0603 560R 5%,0603 560R 5%," "
RC0603DR-07562RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,562R,"0,5%",100,0.063,75,"RC0603DR-07562RL, 0,5% 562R","0603 562R 0,5%","0603 562R 0,5%"," "
RC0603FR-07562RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,562R,1%,100,0.063,75,"RC0603FR-07562RL, 1% 562R",0603 562R 1%,0603 562R 1%," "
RC0603DR-07576RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,576R,"0,5%",100,0.063,75,"RC0603DR-07576RL, 0,5% 576R","0603 576R 0,5%","0603 576R 0,5%"," "
RC0603FR-07576RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,576R,1%,100,0.063,75,"RC0603FR-07576RL, 1% 576R",0603 576R 1%,0603 576R 1%," "
RC0603DR-07590RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,590R,"0,5%",100,0.063,75,"RC0603DR-07590RL, 0,5% 590R","0603 590R 0,5%","0603 590R 0,5%"," "
RC0603FR-07590RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,590R,1%,100,0.063,75,"RC0603FR-07590RL, 1% 590R",0603 590R 1%,0603 590R 1%," "
RC0603DR-07604RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,604R,"0,5%",100,0.063,75,"RC0603DR-07604RL, 0,5% 604R","0603 604R 0,5%","0603 604R 0,5%"," "
RC0603FR-07604RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,604R,1%,100,0.063,75,"RC0603FR-07604RL, 1% 604R",0603 604R 1%,0603 604R 1%," "
RC0603DR-07619RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,619R,"0,5%",100,0.063,75,"RC0603DR-07619RL, 0,5% 619R","0603 619R 0,5%","0603 619R 0,5%"," "
RC0603FR-07619RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,619R,1%,100,0.063,75,"RC0603FR-07619RL, 1% 619R",0603 619R 1%,0603 619R 1%," "
RC0603FR-07620RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,620R,1%,100,0.063,75,"RC0603FR-07620RL, 1% 620R",0603 620R 1%,0603 620R 1%," "
RC0603JR-07620RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,620R,5%,100,0.063,75,"RC0603JR-07620RL, 5% 620R",0603 620R 5%,0603 620R 5%," "
RC0603DR-07634RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,634R,"0,5%",100,0.063,75,"RC0603DR-07634RL, 0,5% 634R","0603 634R 0,5%","0603 634R 0,5%"," "
RC0603FR-07634RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,634R,1%,100,0.063,75,"RC0603FR-07634RL, 1% 634R",0603 634R 1%,0603 634R 1%," "
RC0603DR-07649RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,649R,"0,5%",100,0.063,75,"RC0603DR-07649RL, 0,5% 649R","0603 649R 0,5%","0603 649R 0,5%"," "
RC0603FR-07649RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,649R,1%,100,0.063,75,"RC0603FR-07649RL, 1% 649R",0603 649R 1%,0603 649R 1%," "
RC0603DR-07665RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,665R,"0,5%",100,0.063,75,"RC0603DR-07665RL, 0,5% 665R","0603 665R 0,5%","0603 665R 0,5%"," "
RC0603FR-07665RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,665R,1%,100,0.063,75,"RC0603FR-07665RL, 1% 665R",0603 665R 1%,0603 665R 1%," "
RC0603FR-07680RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,680R,1%,100,0.063,75,"RC0603FR-07680RL, 1% 680R",0603 680R 1%,0603 680R 1%," "
RC0603JR-07680RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,680R,5%,100,0.063,75,"RC0603JR-07680RL, 5% 680R",0603 680R 5%,0603 680R 5%," "
RC0603DR-07681RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,681R,"0,5%",100,0.063,75,"RC0603DR-07681RL, 0,5% 681R","0603 681R 0,5%","0603 681R 0,5%"," "
RC0603FR-07681RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,681R,1%,100,0.063,75,"RC0603FR-07681RL, 1% 681R",0603 681R 1%,0603 681R 1%," "
RC0603DR-07698RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,698R,"0,5%",100,0.063,75,"RC0603DR-07698RL, 0,5% 698R","0603 698R 0,5%","0603 698R 0,5%"," "
RC0603FR-07698RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,698R,1%,100,0.063,75,"RC0603FR-07698RL, 1% 698R",0603 698R 1%,0603 698R 1%," "
RC0603DR-07715RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,715R,"0,5%",100,0.063,75,"RC0603DR-07715RL, 0,5% 715R","0603 715R 0,5%","0603 715R 0,5%"," "
RC0603FR-07715RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,715R,1%,100,0.063,75,"RC0603FR-07715RL, 1% 715R",0603 715R 1%,0603 715R 1%," "
RC0603DR-07732RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,732R,"0,5%",100,0.063,75,"RC0603DR-07732RL, 0,5% 732R","0603 732R 0,5%","0603 732R 0,5%"," "
RC0603FR-07732RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,732R,1%,100,0.063,75,"RC0603FR-07732RL, 1% 732R",0603 732R 1%,0603 732R 1%," "
RC0603DR-07750RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,750R,"0,5%",100,0.063,75,"RC0603DR-07750RL, 0,5% 750R","0603 750R 0,5%","0603 750R 0,5%"," "
RC0603FR-07750RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,750R,1%,100,0.063,75,"RC0603FR-07750RL, 1% 750R",0603 750R 1%,0603 750R 1%," "
RC0603JR-07750RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,750R,5%,100,0.063,75,"RC0603JR-07750RL, 5% 750R",0603 750R 5%,0603 750R 5%," "
RC0603DR-07768RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,768R,"0,5%",100,0.063,75,"RC0603DR-07768RL, 0,5% 768R","0603 768R 0,5%","0603 768R 0,5%"," "
RC0603FR-07768RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,768R,1%,100,0.063,75,"RC0603FR-07768RL, 1% 768R",0603 768R 1%,0603 768R 1%," "
RC0603DR-07787RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,787R,"0,5%",100,0.063,75,"RC0603DR-07787RL, 0,5% 787R","0603 787R 0,5%","0603 787R 0,5%"," "
RC0603FR-07787RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,787R,1%,100,0.063,75,"RC0603FR-07787RL, 1% 787R",0603 787R 1%,0603 787R 1%," "
RC0603DR-07806RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,806R,"0,5%",100,0.063,75,"RC0603DR-07806RL, 0,5% 806R","0603 806R 0,5%","0603 806R 0,5%"," "
RC0603FR-07806RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,806R,1%,100,0.063,75,"RC0603FR-07806RL, 1% 806R",0603 806R 1%,0603 806R 1%," "
RC0603FR-07820RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,820R,1%,100,0.063,75,"RC0603FR-07820RL, 1% 820R",0603 820R 1%,0603 820R 1%," "
RC0603JR-07820RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,820R,5%,100,0.063,75,"RC0603JR-07820RL, 5% 820R",0603 820R 5%,0603 820R 5%," "
RC0603DR-07825RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,825R,"0,5%",100,0.063,75,"RC0603DR-07825RL, 0,5% 825R","0603 825R 0,5%","0603 825R 0,5%"," "
RC0603FR-07825RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,825R,1%,100,0.063,75,"RC0603FR-07825RL, 1% 825R",0603 825R 1%,0603 825R 1%," "
RC0603DR-07845RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,845R,"0,5%",100,0.063,75,"RC0603DR-07845RL, 0,5% 845R","0603 845R 0,5%","0603 845R 0,5%"," "
RC0603FR-07845RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,845R,1%,100,0.063,75,"RC0603FR-07845RL, 1% 845R",0603 845R 1%,0603 845R 1%," "
RC0603DR-07866RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,866R,"0,5%",100,0.063,75,"RC0603DR-07866RL, 0,5% 866R","0603 866R 0,5%","0603 866R 0,5%"," "
RC0603FR-07866RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,866R,1%,100,0.063,75,"RC0603FR-07866RL, 1% 866R",0603 866R 1%,0603 866R 1%," "
RC0603DR-07887RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,887R,"0,5%",100,0.063,75,"RC0603DR-07887RL, 0,5% 887R","0603 887R 0,5%","0603 887R 0,5%"," "
RC0603FR-07887RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,887R,1%,100,0.063,75,"RC0603FR-07887RL, 1% 887R",0603 887R 1%,0603 887R 1%," "
RC0603DR-07909RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,909R,"0,5%",100,0.063,75,"RC0603DR-07909RL, 0,5% 909R","0603 909R 0,5%","0603 909R 0,5%"," "
RC0603FR-07909RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,909R,1%,100,0.063,75,"RC0603FR-07909RL, 1% 909R",0603 909R 1%,0603 909R 1%," "
RC0603FR-07910RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,910R,1%,100,0.063,75,"RC0603FR-07910RL, 1% 910R",0603 910R 1%,0603 910R 1%," "
RC0603JR-07910RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,910R,5%,100,0.063,75,"RC0603JR-07910RL, 5% 910R",0603 910R 5%,0603 910R 5%," "
RC0603DR-07931RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,931R,"0,5%",100,0.063,75,"RC0603DR-07931RL, 0,5% 931R","0603 931R 0,5%","0603 931R 0,5%"," "
RC0603FR-07931RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,931R,1%,100,0.063,75,"RC0603FR-07931RL, 1% 931R",0603 931R 1%,0603 931R 1%," "
RC0603DR-07953RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,953R,"0,5%",100,0.063,75,"RC0603DR-07953RL, 0,5% 953R","0603 953R 0,5%","0603 953R 0,5%"," "
RC0603FR-07953RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,953R,1%,100,0.063,75,"RC0603FR-07953RL, 1% 953R",0603 953R 1%,0603 953R 1%," "
